family,subfamily,tribe,subtribe,genus,species,attraction_strategies
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Neottia,Neottia_ovata,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Neottia,Neottia_puberula,0
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Palmorchis,Palmorchis_nitida,1
Orchidaceae,Epidendroideae,Neottieae,Neottinae,Palmorchis,Palmorchis_powellii,1
Orchidaceae,Epidendroideae,Neottieae,Epipogiiae,Epipogium,Epipogium_aphyllum,0
Orchidaceae,Epidendroideae,Neottieae,Epipogiiae,Epipogium,Epipogium_roseum,0
Orchidaceae,Epidendroideae,Neottieae,Nerviliinae,Nervilia,Nervilia_adolfii,0
Orchidaceae,Epidendroideae,Neottieae,Nerviliinae,Nervilia,Nervilia_bicarinata,1
Orchidaceae,Epidendroideae,Neottieae,Nerviliinae,Nervilia,Nervilia_crociformis,0
Orchidaceae,Epidendroideae,Neottieae,Nerviliinae,Nervilia,Nervilia_gassneri,0
Orchidaceae,Epidendroideae,Neottieae,Nerviliinae,Nervilia,Nervilia_pectinata,0
Orchidaceae,Epidendroideae,Neottieae,Nerviliinae,Nervilia,Nervilia_petrea,0
Orchidaceae,Epidendroideae,Neottieae,Nerviliinae,Nervilia,Nervilia_shirensis,1
Orchidaceae,Epidendroideae,Neottieae,Nerviliinae,Nervilia,Nervilia_stolziana,0
Orchidaceae,Epidendroideae,Podochileae,Podochilinae,Eria,Eria_coronaria,1
Orchidaceae,Epidendroideae,Podochileae,Podochilinae,Eria,Eria_densa,0
Orchidaceae,Epidendroideae,Podochileae,Podochilinae,Eria,Eria_floribunda,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_arpophyllostachys,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_aurantiacus,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_aureus,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_brasiliensis,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_capitatus,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_caravata,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_crinipes,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_glaucophyllus,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_graminifolius,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_hymenophorus,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_lancifolius,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_longibracteatus,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_robustus,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_roseus,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Elleanthus,Elleanthus_sodiroi,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_amabilis,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_andreae,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_atropubescens,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_bouchei,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_caloglossa,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_callosa,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_chrysostoma,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_ciliata,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_citrea,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_crispissima,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_crocea,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_decora,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_dichotoma,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_doremiliae,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_exigua,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_fractiflexus,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_gloriana,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_helleri,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_kerryae,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_lacerata,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_leucoxantha,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_liliastrum,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_lindleyana,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_macrantha,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_macrophylla,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_mucronata,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_quinata,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_recta,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_rosea,0
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_theobromina,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_violacea,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_warszewiczii,1
Orchidaceae,Epidendroideae,Sobralieae,Sobralinae,Sobralia,Sobralia_yauaperyensis,1
Orchidaceae,Epidendroideae,Triphoreae,Triphorinae,Pogoniopsis,Pogoniopsis_nidus-avis,1
Orchidaceae,Epidendroideae,Triphoreae,Triphorinae,Pogoniopsis,Pogoniopsis_schenckii,1
Orchidaceae,Epidendroideae,Triphoreae,Triphorinae,Psilochilus,Psilochilus_modestus,0
Orchidaceae,Epidendroideae,Triphoreae,Triphorinae,Triphora,Triphora_trianthophora,0
Orchidaceae,Epidendroideae,Triphoreae,Triphorinae,Corymborkis,Corymborkis_veratrifolia,1
Orchidaceae,Epidendroideae,Triphoreae,Triphorinae,Tropidia,Tropidia_curculigoides,1
Orchidaceae,Epidendroideae,Triphoreae,Triphorinae,Tropidia,Tropidia_viridifusca,1
Orchidaceae,Epidendroideae,Vandeae,Adrorhyzinae,Bromheadia,Bromheadia_alticola,1
Orchidaceae,Epidendroideae,Vandeae,Adrorhyzinae,Bromheadia,Bromheadia_finlaysoniana,1
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Aerangis,Aerangis_brachycarpa,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Aerangis,Aerangis_confusa,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Aerangis,Aerangis_ellisii,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Aerangis,Aerangis_fuscata,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Aerangis,Aerangis_kotschyana,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Aerangis,Aerangis_thomsonii,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Aerangis,Aerangis_verdickii,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Aeranthes,Aeranthes_arachnites,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Angraecum,Angraecum_arachnites,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Angraecum,Angraecum_bracteosum,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Angraecum,Angraecum_cadetii,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Angraecum,Angraecum_calceolus,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Angraecum,Angraecum_compactum,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Angraecum,Angraecum_eburneum,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Angraecum,Angraecum_sesquipedale,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Angraecum,Angraecum_sororium,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Angraecum,Angraecum_striatum,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Campylocentrum,Campylocentrum_aromaticum,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Campylocentrum,Campylocentrum_burchellii,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Campylocentrum,Campylocentrum_micranthum,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Dendrophylax_lindenii,Dendrophylax_lindenii_lindenii,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Jumellea,Jumellea_fragrans,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Jumellea,Jumellea_rossii,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Jumellea,Jumellea_stenophylla,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Jumellea,Jumellea_teretifolia,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Mystacidium,Mystacidium_aliceae,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Jumellea,Jumellea_brayboniae,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Jumellea,Jumellea_capense,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Jumellea,Jumellea_flanaganii,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Jumellea,Jumellea_gracile,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Jumellea,Jumellea_pusillum,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Jumellea,Jumellea_venosum,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Neobathiea,Neobathiea_grandidierana,0
Orchidaceae,Epidendroideae,Vandeae,Angraecinae,Rangaeris,Rangaeris_amaniensis,0
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Acampe,Acampe_rigida,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Acampe,Acampe_ochracea,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Acampe,Acampe_praemorsa,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Aerides,Aerides_odorata,0
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Aerides,Aerides_praemorsa,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Arachnis,Arachnis_xmaingayi,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Bogoria,Bogoria_moorei,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Cleisomeria,Cleisomeria_lanatum,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Cleisostoma,Cleisostoma_linearilobatum,0
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Cleisostoma,Cleisostoma_scolopendrifolium,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Diaphananthe,Diaphananthe_pellucida,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Holcoglossum,Holcoglossum_nujiangense,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Holcoglossum,Holcoglossum_rupestre,0
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Luisia,Luisia_curtisii,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Luisia,Luisia_teres,0
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Luisia,Luisia_trichorhiza,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Micropera,Micropera_pallida,0
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Papilionanthe,Papilionanthe_teres,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Pelatantheria,Pelatantheria_insectifera,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Penkimia,Penkimia_nagalandensis,0
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Peristeranthus,Peristeranthus_hillii,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Phalaenopsis,Phalaenopsis_amabilis,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Phalaenopsis,Phalaenopsis_japonica,0
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Phalaenopsis,Phalaenopsis_pulcherrima,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Pomatocalpa,Pomatocalpa_diffusum,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Pomatocalpa,Pomatocalpa_macphersonii,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Rhynchostylis,Rhynchostylis_retusa,0
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Smitinandia,Smitinandia_micrantha,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Thrixspermum,Thrixspermum_trichoglottis,0
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Tuberolabium,Tuberolabium_rhopalorrhachis,0
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Vanda,Vanda_coerulea,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Vanda,Vanda_concolor,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Vanda,Vanda_cristata,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Vanda,Vanda_falcata,0
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Vanda,Vanda_hookeriana,1
Orchidaceae,Epidendroideae,Vandeae,Aeridinae,Vanda,Vanda_tricolor,1
Orchidaceae,Epidendroideae,Vandeae,Polystachinae,Polystachya,Polystachya_caracasana,0
Orchidaceae,Epidendroideae,Vandeae,Polystachinae,Polystachya,Polystachya_concreta,0
Orchidaceae,Epidendroideae,Vandeae,Polystachinae,Polystachya,Polystachya_cultriformis,0
Orchidaceae,Epidendroideae,Vandeae,Polystachinae,Polystachya,Polystachya_estrellensis,0
Orchidaceae,Epidendroideae,Vandeae,Polystachinae,Polystachya,Polystachya_foliosa,0
Orchidaceae,Epidendroideae,Vandeae,Polystachinae,Polystachya,Polystachya_rosea,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_aberrans,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_aloifolium,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_atropurpureum,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_dayanum,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_devonianum,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_faberi,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_finlaysonianum,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_floribundum,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_goeringii,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_insigne,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_kanran,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_lancifolium,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_macrorhizon,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_madidum,0
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_qiubeiense,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_serratum,0
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_sinense,0
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_suave,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Cymbidium,Cymbidium_suavissimum,1
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Grammatophyllum,Grammatophyllum_speciosum,0
Orchidaceae,Epidendroideae,Cymbidieae,Cymbidinae,Grammatophyllum,Grammatophyllum_stapeliiflorum,1
Orchidaceae,Epidendroideae,Cymbidieae,Eriopsidinae,Eriopsis,Eriopsis_biloba,1
Orchidaceae,Epidendroideae,Cymbidieae,Eriopsidinae,Eriopsis,Eriopsis_wercklei,1
Orchidaceae,Epidendroideae,Cymbidieae,Eriopsidinae,Eriopsis,Eriopsis_sp_A,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Acrolophia,Acrolophia_cochlearis,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Cymbidiella,Cymbidiella_flabellata,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Dipodium,Dipodium_punctatum,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Dipodium,Dipodium_stenochilum,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_alta,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_angolensis,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_clavicornis,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_cristata,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_cucullata,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_ensata,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_foliosa,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_graminea,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_horsfallii,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_ovalis,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_parviflora_A,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_parviflora_B,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_ruwenzoriensis,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_speciosa,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_streptopetala,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_tenella,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_welwitschii,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_zeyheriana,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_zollingeri,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophiella,Eulophiella_roempleriana,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Geodorum,Geodorum_densiflorum,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Geodorum,Geodorum_eulophioides,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Geodorum,Geodorum_neocaledonicum,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Geodorum,Geodorum_recurvum,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Oeceoclades,Oeceoclades_maculata,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Aspasia,Aspasia_principissa,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Aspasia,Aspasia_psitticina,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Brassia,Brassia_ochroleuca,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Capanemia,Capanemia_micromeria,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Capanemia,Capanemia_thereziae,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Cischweinfia,Cischweinfia_dasyandra,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Comparettia,Comparettia_coccinea,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Comparettia,Comparettia_falcata,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Cyrtochiloides,Cyrtochiloides_ochmatochila,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Cyrtochilum,Cyrtochilum_macranthum,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Cyrtochilum,Cyrtochilum_meirax,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_bifolia,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_cornigera,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_imperatoris-maimilliani,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_longicornu,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_montana,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_paranensoides,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_pubes,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_varicosa,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Grandiphyllum,Grandiphyllum_divaricatum,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ionopsis,Ionopsis_utricularioides,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Leochilus,Leochilus_labiatus,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Leochilus,Leochilus_puertoricensis,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Leochilus,Leochilus_scriptus,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Lockhartia,Lockhartia_oerstedii,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Macradenia,Macradenia_brassavolae,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Macradenia,Macradenia_paraensis,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Macroclinium,Macroclinium_wulschlaegelianum,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Macroclinium,Macroclinium_xyphophorus,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Miltoniopsis,Miltoniopsis_warscewiczii,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_albida,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_barkeri,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_buchtienii,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_linearis,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_longispicata,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_nemorosa,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_obicularis,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_panamensis,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_pentachne,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_simplex,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_trisepala,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_altissimum,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_cheirophorum,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_hyphaematicum,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_kegeljani,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_ornithorhynchum,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_picturatissimum,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_planilabre,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_roseoides,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_sphacelatum,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_vulcanicum,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ornithocephalus,Ornithocephalus_bicornis,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ornithocephalus,Ornithocephalus_ciliatus,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ornithocephalus,Ornithocephalus_cochleariformis,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ornithocephalus,Ornithocephalus_cf._patentilobus,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ornithocephalus,Ornithocephalus_powellii,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Phymatidium,Phymatidium_delicatulum,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_bahiensis,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_compacta,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_decora,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_granadensis,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_lanceolata,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_leeana,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_secunda,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_venusta,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rossioglossum,Rossioglossum_grande,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rossioglossum,Rossioglossum_oerstedii,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Telipogon,Telipogon_peruvianus,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Tolumnia,Tolumnia_bahamensis,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Tolumnia,Tolumnia_guibertiana,1
