family,subfamily,tribe,subtribe,genus,species,terrestrial,epiphytic,tropic,subtropic,temperate,pollination_vectors
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_borbonica,1,0,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_clavicornis,1,0,0,1,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_cristata,1,0,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_cucullata,1,0,1,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_ensata,1,0,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_foliosa,1,0,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_graminea,1,0,1,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_horsfallii,1,0,0,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_katangensis,1,0,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_macaulayae,1,0,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_nyasae,1,0,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_ovalis,1,0,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_parviflora_A,1,0,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_parviflora_B,1,0,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_penduliflora,1,0,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_pulchra,1,0,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_ruwenzoriensis,1,0,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_saxicola,1,0,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_speciosa,1,0,1,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_streptopetala,1,0,1,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_tenella,1,0,0,1,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_welwitschii,1,0,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_zeyheriana,1,0,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophia,Eulophia_zollingeri,1,0,0,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Eulophiella,Eulophiella_roempleriana,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Geodorum,Geodorum_densiflorum,1,0,1,1,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Geodorum,Geodorum_eulophioides,1,0,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Geodorum,Geodorum_neocaledonicum,1,0,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Geodorum,Geodorum_recurvum,1,0,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Graphorkis,Graphorkis_concolor,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Oeceoclades,Oeceoclades_maculata,1,0,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Eulophiinae,Oeceoclades,Oeceoclades_monophylla,1,0,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Aspasia,Aspasia_principissa,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Aspasia,Aspasia_psitticina,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Brassia,Brassia_ochroleuca,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Capanemia,Capanemia_micromeria,0,1,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Capanemia,Capanemia_thereziae,0,1,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Cischweinfia,Cischweinfia_dasyandra,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Comparettia,Comparettia_coccinea,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Comparettia,Comparettia_falcata,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Cyrtochiloides,Cyrtochiloides_ochmatochila,0,0,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Cyrtochilum,Cyrtochilum_cimiciferum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Cyrtochilum,Cyrtochilum_macranthum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Cyrtochilum,Cyrtochilum_meirax,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Erycina,Erycina_glossomystax,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Erycina,Erycina_pumilo,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Erycina,Erycina_zamorensis,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_bifolia,0,1,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_cornigera,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_imperatoris-maimilliani,0,1,1,1,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_longicornu,0,1,0,1,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_montana,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_paranensoides,0,1,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_pubes,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Gomesa,Gomesa_varicosa,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Grandiphyllum,Grandiphyllum_divaricatum,0,1,0,1,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ionopsis,Ionopsis_utricularioides,0,1,1,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Leochilus,Leochilus_labiatus,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Leochilus,Leochilus_puertoricensis,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Leochilus,Leochilus_scriptus,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Lockhartia,Lockhartia_oerstedii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Macradenia,Macradenia_brassavolae,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Macradenia,Macradenia_paraensis,0,1,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Macroclinium,Macroclinium_wulschlaegelianum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Macroclinium,Macroclinium_xyphophorus,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Miltoniopsis,Miltoniopsis_warscewiczii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_albida,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_barkeri,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_buchtienii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_linearis,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_longispicata,0,1,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_nemorosa,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_obicularis,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_panamensis,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_pentachne,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Notylia,Notylia_simplex,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_altissimum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_cheirophorum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_hyphaematicum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_iricolor,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_kegeljani,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_ornithorhynchum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_picturatissimum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_planilabre,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_roseoides,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_sphacelatum,0,1,1,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Oncidium,Oncidium_vulcanicum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ornithocephalus,Ornithocephalus_bicornis,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ornithocephalus,Ornithocephalus_ciliatus,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ornithocephalus,Ornithocephalus_cochleariformis,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ornithocephalus,Ornithocephalus_lankesteri,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ornithocephalus,Ornithocephalus_cf._patentilobus,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Ornithocephalus,Ornithocephalus_powellii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Phymatidium,Phymatidium_delicatulum,0,1,1,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_bahiensis,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_compacta,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_decora,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_granadensis,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_lanceolata,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_leeana,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_secunda,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rodriguezia,Rodriguezia_venusta,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rossioglossum,Rossioglossum_grande,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Rossioglossum,Rossioglossum_oerstedii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Telipogon,Telipogon_peruvianus,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Tolumnia,Tolumnia_bahamensis,0,1,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Tolumnia,Tolumnia_guibertiana,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Tolumnia,Tolumnia_henekenii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Tolumnia,Tolumnia_lucayana,0,1,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Tolumnia,Tolumnia_quadriloba,0,1,0,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Tolumnia,Tolumnia_variegata,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_andrewsiae,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_ascendens,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_caloceras,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_candidum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_capistratum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_cavendishianum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_jonesianum,0,1,1,1,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_lanceanum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_luridum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_microchilum,1,0,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_oerstedii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_oestlundianum,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_pumilum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_stipitatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichocentrum,Trichocentrum_tigrinum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichoceros,Trichoceros_antennifer,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichopilia,Trichopilia_fragrans,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichopilia,Trichopilia_leucoxantha,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichopilia,Trichopilia_maculata,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichopilia,Trichopilia_rostrata,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trichopilia,Trichopilia_subulata,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Trizeuxis,Trizeuxis_falcata,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Warmingia,Warmingia_eugenii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Warmingia,Warmingia_zamoranae,0,1,1,0,0,0
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Zelenkoa,Zelenkoa_onusta,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbidieae,Oncidiinae,Zygostates,Zygostates_alleniana,0,1,0,1,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_ariquemense,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_atratum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_barbatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_bicolor,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_cernuum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_complanatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_confusum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_costatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_denticulatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_discolor,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_expansum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_ferox,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_fimbriatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_fragrans,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_galeritum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_gladiatorium,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_globiflorum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_hookeri,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_hopkinsonianum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_incurvum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_integerrimum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_juruenense,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_laminatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_longifolium,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_luridum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_macrocarpum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_macroglossum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_maculatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_maranhense,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_ochraceum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_osculatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_parguazense,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_pendulum,0,1,1,1,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_pileatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_planiceps,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_pulchrum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_purum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_reichenbachianum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_rondonense,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_saccatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_sanguineum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_schmidtianum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_schunkei,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_semicirculatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_socco,0,1,1,1,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_tabulare,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_tenebrosum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_thompsonii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_trulla,0,1,0,1,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_uncatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Catasetum,Catasetum_viridiflavum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Clowesia,Clowesia_dodsoniana,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Clowesia,Clowesia_russelliana,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Clowesia,Clowesia_thylaciochila,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Clowesia,Clowesia_warczewitzii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cyanaeorchis,Cyanaeorchis_arundinae,1,0,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cycnoches,Cycnoches_aureum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cycnoches,Cycnoches_chlorochilon,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cycnoches,Cycnoches_dianae,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cycnoches,Cycnoches_ergotonianum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cycnoches,Cycnoches_guttulatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cycnoches,Cycnoches_haagii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cycnoches,Cycnoches_lehmannii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cycnoches,Cycnoches_loddigesii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cycnoches,Cycnoches_maculatum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cycnoches,Cycnoches_pentadactylon,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cycnoches,Cycnoches_peruviana,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cycnoches,Cycnoches_ventricosum,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Cycnoches,Cycnoches_warszewiczii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Dressleria,Dressleria_dilecta,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Dressleria,Dressleria_eburnea,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Dressleria,Dressleria_helleri,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Dressleria,Dressleria_kerryae,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Dressleria,Dressleria_suavis,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Galeandra,Galeandra_devoniana,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Galeandra,Galeandra_macroplectra,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Galeandra,Galeandra_magnicolumna,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Galeandra,Galeandra_stangeana,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Grobya,Grobya_amherstiae,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Mormodes,Mormodes_atropurpurea,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Mormodes,Mormodes_buccinator,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Mormodes,Mormodes_cartonii,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Mormodes,Mormodes_colossus,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Mormodes,Mormodes_flavida,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Mormodes,Mormodes_ignea,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Mormodes,Mormodes_lineata,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Mormodes,Mormodes_maculata,0,1,1,0,0,1
Orchidaceae,Epidendroideae,Cymbideae,Catasetinae,Mormodes,Mormodes_pardalinata,0,1,1,0,0,1
